公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1439,雋揚,111/8/26取得漢霖33%股權及董事會過半席次，屬共同控制下組織重整，視為自始取得，故重編今年累計營收數。,400.19,16811,763.75,9735,84087,633.12,75887,556346
1440,南紡,-,-4.5,1870857,2.52,1742497,1786531,10.08,18303984,20150258
1441,大東,-,-9.95,116047,-20.15,130873,104499,3.27,1404318,1450307
1444,力麗,-,-3.94,853767,-6.21,874440,820065,20.23,9634655,11584544
1445,大宇,-,5.02,135940,15.3,123822,142777,22.37,1117071,1366990
1446,宏和,-,-13.35,16767,15.71,12554,14527,-18.77,174138,141442
1447,力鵬,-,-19.74,2721596,-8.08,2376394,2184186,18.09,22260800,26289498
1449,佳和,-,-31.4,200910,-32.58,204431,137813,-9.51,2552788,2309882
1451,年興,-,20.07,642537,1.94,756766,771499,13.6,7277571,8267742
1452,宏益,-,10.79,124496,-36.27,216459,137930,-11.28,1906404,1691285
1454,台富,-,11.17,125290,-1.1,140853,139290,16.02,1439575,1670278
1455,集盛,-,-1.38,624203,-39.71,1021085,615555,-13.97,10188310,8764841
1457,宜進,-,-21.86,359933,-21.45,358065,281242,5.85,3828567,4052654
1459,聯發,-,31.85,97027,-35.97,199837,127937,-19.96,2279234,1824260
1460,宏遠,-,16.26,692200,-23.55,1052751,804762,1.51,8970020,9106338
1463,強盛,-,-27.87,44495,-27.35,44173,32091,10.15,411640,453450
1464,得力,-,-2.63,1036980,5.08,960824,1009691,20.51,9405970,11335625
1465,偉全,-,-14.3,75030,11.22,57805,64294,44.27,382378,551691
1466,聚隆,-,34.04,161181,-27.56,298287,216057,-21.58,3279044,2571316
1467,南緯,-,4.06,421799,-29.82,625542,438966,-4.95,5998818,5701332
1468,昶和,-,53.32,96725,28.81,115132,148304,23.98,1043504,1293792
1470,大統新創,受歐美市場影響，訂單量不足,-33.69,47546,-55.14,70285,31526,-1.01,823051,814670
1472,三洋實業,本年度投入工程收益較去年同期增加。,-0.67,138536,994.37,12574,137607,78.92,536275,959513
1473,台南,-,11.51,514145,13.02,507273,573336,33.76,5217948,6979704
1474,弘裕,-,7.48,223226,-25.07,320263,239942,-6.99,3186640,2963752
1475,業旺,主要開始銷售染劑產品,1.74,106418,26.05,85892,108272,185.44,376128,1073654
1476,儒鴻,-,21.16,2255613,-12.66,3129326,2732916,16.91,31729191,37094942
1477,聚陽,-,1.27,2431827,9.18,2255666,2462831,14.99,25752509,29614544
4414,如興,-,-4.97,1377205,11.77,1170913,1308733,5.32,15110177,15914370
4426,利勤,因遇季節性訂單出貨,20.05,123776,271.73,39974,148599,118.94,566279,1239843
4438,廣越,客戶需求增加，帶動營收增長。,-9.94,1521658,2.82,1332726,1370364,60.61,11521453,18505683
4440,宜新實業,-,-4.06,115040,-35.14,170169,110364,-15.03,1665346,1414986
1503,士電,-,3.12,2581368,23.15,2161437,2662000,11.77,25062220,28012160
1504,東元,-,6.76,4733008,9.98,4594287,5053213,14.81,46203286,53048609
1506,正道,-,-2.87,98107,6.58,89402,95289,9.33,962095,1051940
1513,中興電,-,-2.04,1632622,22.98,1300299,1599197,5.72,16060495,16979641
1514,亞力,-,-3.93,800822,17.01,657473,769327,32.21,5140015,6795834
1515,力山,客戶庫存管理減少採購量,45.21,221008,-80.54,1649257,320941,-75.1,16847896,4194284
1517,利奇,-,-10.56,322574,-38.66,470364,288500,8.77,4366140,4749332
1519,華城,-,51.26,558201,-2.99,870436,844380,-12.26,7395137,6487819
1526,日馳,-,16.23,153303,-4.41,186427,178193,23.11,1664999,2049929
1527,鑽全,-,36.04,209171,-19.81,354865,284560,-10.92,4159959,3705504
1528,恩德,-,20.59,326923,37.97,285752,394266,7.64,3194421,3438668
1529,樂事綠能,-,23.69,18858,42.3,16392,23326,-15.62,289533,244295
1530,亞崴,-,-3.54,232272,-36.96,355420,224038,-12.55,3303888,2889167
1531,高林股,-,111.28,87704,-41.92,319081,185303,-12.74,2640796,2304280
1532,勤美,-,3.97,1086761,-46.23,2101785,1129967,-18.76,16460493,13371790
1535,中宇,-,3.8,726818,5.54,714862,754502,4.58,7501397,7845349
1537,廣隆,-,-27.11,604352,-12.41,502931,440496,29.12,5250423,6779673
1538,正峰,-,-24.15,34794,-6.86,28333,26389,12.22,235615,264409
1539,巨庭,國外市場須求減少,-7.54,112048,-68.1,324837,103592,-15.04,2854137,2424608
1540,喬福,歐洲市場衰退,-44.67,61604,-28.23,47490,34083,29.52,346062,448229
1541,錩泰,因COVID-19持續影響，全球供應鏈受阻。國際情勢導致物價原料運費持續大漲，引發嚴重通膨，降低消費者購買力，客戶大幅減少訂單。,-5.28,236321,-61.4,579947,223832,-32.19,5692788,3859922
1558,伸興,-,-1.44,672141,43.41,461878,662424,-7.6,7187676,6641050
1560,中砂,-,-0.62,537502,1.71,525131,534158,16.15,5501364,6389972
1583,程泰,-,5.13,493728,-13.17,597839,519095,-3.69,6101697,5876534
1597,直得,-,-3.7,131796,-16.4,151821,126912,-10.42,1702532,1525089
2049,上銀,-,-14.57,2110428,-20.3,2262241,1802808,9.47,25243151,27635778
2371,大同,依IFRS10規定綜合判斷對精英電腦(股)公司已具備實質控制力，故自111年10月起將其併入合併報表，致合併營收較比較期間大幅增加。,-7.22,4366880,55.77,2600720,4051237,12.19,26852468,30126411
3167,大量,大環境變化所致,-4.4,140349,-59.11,328125,134168,-45.81,4129425,2237562
4526,東台,-,-7.08,684718,-28.22,886373,636198,-15.51,8827097,7457457
4532,瑞智,-,32.12,910184,-36.66,1898742,1202587,-18.53,20831702,16970054
4540,全球傳動,-,13.86,236183,8.29,248312,268920,4.71,3001253,3142791
4555,氣立,-,13.22,118125,-15.02,157394,133748,-11.4,1890422,1674836
4562,穎漢,-,-29.22,82478,-16.63,70026,58374,-10.44,766316,686241
4564,元翎,-,-30.32,153993,-49.08,210744,107296,-23.23,2261421,1736025
4566,時碩工業,-,11.55,412160,28.83,356905,459803,17.35,3960159,4647304
4572,駐龍,"航太景氣可望逐步復甦,客戶需求增加,營收隨之成長",-9.99,60157,56.7,34553,54146,55.83,372845,581039
4576,大銀微系統,-,2.73,231981,-23.6,311979,238330,1.98,2925633,2983684
4583,台灣精銳,-,33.29,215927,0.56,286193,287812,2.69,2986321,3066824
8222,寶一,-,3.83,38397,39.44,28591,39870,33.43,315984,421626
8374,羅昇,111/7/1取得達昇能源100%股權，係屬共同控制下組織重整，應視為自始即取得，故追溯重編去年合併營收及今年累計營收數。,-1.02,292498,16.68,248120,289510,4.14,3342522,3481053
8996,高力,111年11月營收較去年同期增加61.17%，主要係熱能產品營業額較去年同期大幅增加121.58%所致。,12.47,274616,61.17,191649,308885,24.44,2033318,2530363
1603,華電,"本公司產品為訂單式生產。營收增加主要係超耐熱鋼心鋁線340mm2電纜線201,942仟元。",84.84,254260,84.32,254980,469994,35.36,2349797,3180704
1604,聲寶,-,10.57,625304,-11.96,785427,691420,2.27,8102741,8286909
1605,華新,-,2.79,14051332,-1.15,14611879,14443667,18.95,138644113,164927194
1608,華榮,-,13.69,764354,-7.7,941524,869009,4.8,9497609,9954435
1609,大亞,-,5.94,2111691,-11.99,2542009,2237182,-0.94,24887602,24652123
1611,中電,-,2.89,127974,-23.44,172007,131678,-11.73,1629191,1437976
1612,宏泰,-,14.77,532834,-2.31,626070,611559,-2.86,5890503,5721831
1614,三洋電,-,-7.71,420437,-16.44,464379,388010,6.86,5370550,5739452
1615,大山,-,-1.19,408602,16.38,346880,403723,-5.46,4129209,3903751
1616,億泰,-,3.31,308583,-5.36,336867,318808,19.55,2839943,3395203
1617,榮星,-,-1.85,278798,-21.27,347554,273624,-22.53,4255911,3296733
1618,合機,"111年11月業主通知交貨較多,致超高壓線出貨量較去年同期增加。",-5.96,335164,146.79,127702,315167,3.97,2592759,2695854
4930,燦星網,-,-4.83,576455,-32.55,813358,548600,-28.54,9860778,7045986
5283,禾聯碩,-,-8.15,412803,-15.78,450182,379119,7.79,5795659,6247526
1708,東鹼,與去年同期比較增加係因1.自製產品價格調漲2.航運租金上揚,-5.85,722290,9.42,621473,680035,75.75,4285464,7531992
1709,和益,-,-31.05,1098776,-2.73,778859,757570,16.52,8531386,9940814
1710,東聯,無,-0.12,1770525,-15.5,2092658,1768274,-19.46,25455494,20499351
1711,永光,-,7.0,635608,-18.65,836154,680129,-1.58,8415553,8281836
1712,興農,-,-27.14,2068709,2.84,1465434,1507133,26.02,17130035,21588710
1713,國化,-,13.14,34035,-45.8,71058,38509,-5.21,572088,542252
1714,和桐,-,2.1,1821733,13.09,1644724,1860121,13.53,18282086,20757407
1717,長興,-,-0.86,4109743,-7.77,4418016,4074326,-1.35,46053366,45427174
1718,中纖,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,7.41,3152222,11.61,3033512,3385989,6.27,29799990,31670069
1721,三晃,-,24.92,197109,-19.59,306256,246244,6.09,2589275,2747155
1722,台肥,-,9.71,990785,-34.04,1648114,1087053,19.7,11378537,13620899
1723,中碳,-,-46.0,977671,-25.83,711800,527891,33.56,7284059,9729265
1725,元禎,-,4.36,650328,-31.07,984718,678714,-14.23,9921045,8508441
1726,永記,-,9.04,817312,14.34,779413,891236,9.68,8024454,8801335
1727,中華化,-,13.99,179392,8.19,189000,204490,19.44,1778460,2124289
1730,花仙子,-,-4.04,231622,-27.47,306444,222261,-10.18,2867074,2574987
1732,毛寶,-,1.92,42815,-10.86,48961,43639,-4.65,559715,533642
1735,日勝化,-,-11.01,226971,-27.61,279032,201971,-5.44,2915372,2756696
1773,勝一,-,-0.78,866154,-19.66,1069700,859338,4.22,10104383,10531217
1776,展宇,-,-0.04,109699,-10.22,122139,109650,0.02,1341796,1342085
3708,上緯投控,-,-17.67,897550,-6.76,792467,738864,-6.69,9755364,9101824
4720,德淵,-,-4.4,319192,-8.9,334966,305124,4.09,3237257,3369791
4722,國精化,-,-1.03,239244,-47.33,449574,236771,-10.3,4390075,3937653
4739,康普,-,1.12,552607,-15.84,664066,558846,28.43,6679632,8578660
4755,三福化,-,17.46,364473,-29.85,610368,428128,22.08,4267592,5210256
4764,雙鍵,-,7.39,207260,-17.51,269834,222586,-9.09,2825883,2568935
4766,南寶,-,6.54,1864496,16.37,1707013,1986469,24.48,16288541,20277270
4770,上品,較去年同期增加，主係本期對銷貨客戶之設備出貨增加所致,19.02,471251,18.77,472238,560914,61.22,3435958,5539582
1598,岱宇,-,62.31,517819,2.54,819680,840523,-40.89,10803022,6384696
1701,中化,-,4.33,694895,6.77,679023,724997,3.53,7265971,7522638
1707,葡萄王,-,36.55,851454,9.86,1058373,1162739,6.14,8743473,9281116
1720,生達,-,2.67,523622,36.72,393206,537613,29.22,4123901,5329000
1731,美吾華,本期營收與去年高基期比趨緩，累計營收約當，Saholea新品與新代言人行銷活動積極推廣中。,-8.89,104459,-17.99,116047,95165,-3.55,1177923,1136084
1733,五鼎,-,14.83,162460,-5.76,197972,186565,7.81,1933424,2084562
1734,杏輝,-,0.96,254765,18.49,217091,257236,18.07,2207326,2606289
1736,喬山,-,14.95,3252410,37.96,2709902,3738735,9.73,26528442,29110077
1752,南光,-,-6.55,208581,34.46,144944,194901,6.98,1629200,1742924
1760,寶齡富錦,-,102.02,111677,7.44,209988,225616,28.75,1761610,2268214
1762,中化生,-,-20.08,219183,35.01,129732,175154,16.27,1693345,1969004
1783,和康生,-,3.97,50288,20.46,43406,52287,15.24,470904,542699
1786,科妍,-,-13.46,51047,16.81,37816,44174,12.67,437278,492702
1789,神隆,-,29.24,235378,-1.93,310225,304216,7.42,2595048,2787787
1795,美時,-,29.18,829290,8.61,986367,1071324,14.19,11700906,13361796
3164,景岳,-,16.09,33456,-13.75,45036,38841,-14.44,391370,334826
3705,永信,-,6.84,626952,-1.87,682644,669841,-3.12,7052099,6831605
4104,佳醫,-,3.23,633490,9.2,598857,653985,9.13,5966239,6511162
4106,雃博,-,11.27,217580,27.82,189412,242107,11.71,2172387,2426780
4108,懷特,疫情趨緩，本月懷特血寶®凍晶注射劑及專為癌症患者輔助治療的保健品「懷特耆力®」合計營收較去年同期成長17.28%,42.34,9531,17.28,11568,13567,-20.66,157252,124750
4119,旭富,-,-20.46,76411,24.62,48764,60770,-1.65,824805,811154
4133,亞諾法,-,-9.32,43035,9.97,35482,39023,-7.93,419090,385836
4142,國光生,-,-60.78,270805,-49.49,210279,106205,28.74,1587614,2044033
4155,訊映,因北非客戶銷售成長所致。,100.02,85666,56.08,109778,171351,27.06,1116296,1418410
4164,承業醫,-,-0.17,237549,9.29,216962,237138,31.77,1965937,2590519
4737,華廣,-,-18.92,226694,22.42,150125,183793,21.24,1669622,2024302
4746,台耀,-,-3.22,353170,9.91,310928,341768,20.24,2821099,3392136
6491,晶碩,-,-6.08,650244,5.09,581086,610709,12.92,5141135,5805847
6782,視陽,-,-11.45,249787,10.12,200846,221183,46.82,1744058,2560688
6796,晉弘,-,9.56,45700,-0.77,50462,50071,6.04,420262,445658
1802,台玻,-,0.9,3731740,-14.42,4400130,3765420,-18.25,48892562,39968802
1806,冠軍,-,3.75,240791,-16.49,299176,249839,-4.09,2893461,2774847
1809,中釉,-,-13.49,220182,-10.01,211679,190474,20.81,1985863,2399191
1810,和成,-,7.91,391742,-28.21,588898,422761,-4.91,4813580,4576911
1817,凱撒衛,-,23.2,198224,6.62,229057,244226,13.03,2128478,2405976
1903,士紙,累計營業收入較去年同期減少，主要係去年出售營建房地收入。,14.63,12310,-9.23,15546,14111,-51.12,310519,151755
1904,正隆,-,5.18,3398293,-13.99,4155950,3574340,-0.59,40638211,40394833
1905,華紙,-,-7.53,2052357,3.54,1832863,1897808,9.14,20030595,21862089
1906,寶隆,代理銷售工業用紙之噸數增加,10.14,355007,1.42,385518,391013,172.77,1593102,4345624
1907,永豐餘,-,-3.97,6674295,-9.72,7099759,6409082,-5.69,77803927,73369659
1909,榮成,-,-7.45,4707322,-18.25,5329272,4356263,-5.38,51334235,48571582
6790,永豐實,-,5.9,873295,6.61,867475,924829,2.2,8986053,9183870
2002,中鋼,-,-1.14,32387902,-29.29,45282222,32018052,-2.04,427329608,418596238
2006,東和鋼鐵,-,-7.57,4566392,-19.58,5248687,4220548,4.08,52540631,54688050
2007,燁興,-,12.5,411644,-21.07,586783,463115,-1.18,6477309,6400604
2008,高興昌,-,26.82,150181,41.36,134729,190464,41.74,1420411,2013375
2009,第一銅,-,1.83,214849,-22.74,283203,218789,-6.83,2909784,2710784
2010,春源,-,-2.7,1938552,-23.15,2454501,1886191,-4.88,24028393,22854038
2012,春雨,-,4.5,814191,-29.57,1208190,850850,-5.66,10752680,10143642
2013,中鋼構,-,-8.75,1781226,10.07,1476407,1625204,24.71,13986439,17443028
2014,中鴻,-,7.54,2765174,-38.22,4813514,2973724,-15.51,49783586,42058975
2015,豐興,-,25.2,2531442,-16.43,3793073,3169502,1.3,34890618,35346327
2017,官田鋼,-,-16.76,248687,-37.4,330687,206995,-8.53,3678140,3364288
2020,美亞,-,-2.18,585447,4.84,546223,572683,0.54,6064353,6097565
2022,聚亨,-,-2.76,822455,29.79,616183,799751,-10.33,10164762,9113738
2023,燁輝,-,-17.49,6438942,-33.68,8011239,5312633,-4.35,81807781,78245131
2024,志聯,-,2.25,83028,-23.96,111663,84899,-23.39,1425917,1092310
2025,千興,本月營收較去年同期減少係因為去年鋼價持續看漲，今年因鎳價起伏不定，客戶觀望態度濃厚導至需求減少。,56.35,70974,-71.52,389701,110969,-45.64,2224085,1208944
2027,大成鋼,-,-18.49,9226430,-10.21,8375852,7520371,19.16,89774557,106983404
2028,威致,-,38.29,939583,-15.11,1530794,1299392,-6.86,12537628,11677088
2029,盛餘,-,-12.37,830010,-42.06,1255400,727255,-9.15,13199850,11991817
2030,彰源,-,1.74,1099036,-25.5,1501187,1118266,10.87,13722525,15215133
2031,新光鋼,-,-6.91,1490179,33.11,1042099,1387190,21.7,13047962,15880408
2032,新鋼,-,25.52,197609,-17.39,300281,248049,-5.93,3242837,3050263
2033,佳大,-,-11.47,65823,-23.73,76399,58269,-2.27,763672,746263
2034,允強,-,-0.91,1169565,-30.23,1661156,1158869,-5.78,16698276,15731648
2038,海光,-,-0.39,890415,-11.15,998261,886895,11.87,9155124,10242105
2069,運錩,-,36.11,818097,-25.75,1499792,1113525,1.85,12881539,13120212
2211,長榮鋼,主要為鋼構事業認列收入噸數較去年減少，導致收入減少。,-6.3,823874,-53.87,1673529,771906,-10.69,12007309,10723719
3004,豐達科,主要係客戶需求增加所致,0.03,214330,88.45,113771,214410,55.04,1250607,1939032
5007,三星,-,-2.93,560630,-1.26,551139,544169,1.12,6532201,6605658
9958,世紀鋼,-,3.53,911834,-5.69,1001073,944060,-11.47,9187414,8133269
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-8.36,498688,-25.83,616133,456951,-8.83,7511641,6847659
2102,泰豐,-,9.65,132428,15.25,125995,145219,6.45,1448881,1542414
2103,台橡,-,1.06,2591331,-11.7,2966030,2618834,5.2,30005510,31567551
2104,國際中橡,2021年11月與Genzyme 就被授權之歐洲及美國專利權所生之歐洲與美國權利金爭議達成和解，故於2021年11月認列權利金收入。,-21.63,2245186,-62.88,4739968,1759454,-6.73,23325658,21754584
2105,正新,無。,-1.99,7892898,-4.63,8111332,7735672,-2.56,93349637,90957238
2106,建大,-,-13.5,3167529,2.46,2673639,2739628,12.11,32245636,36153176
2107,厚生,-,26.8,131999,-1.76,170384,167383,-28.83,2523059,1795582
2108,南帝,本年累計較去年同期減少 ，主係客戶端因庫存等因素，需求大幅減少,1.37,736661,-39.23,1229045,746777,-50.89,22258713,10929829
2109,華豐,-,-5.64,438628,-19.67,515237,413863,-0.02,5009243,5007769
2114,鑫永銓,-,-0.22,140390,-17.91,170657,140076,-3.36,1764612,1705318
6582,申豐,營收下降主係受市場因素銷量及銷價降減,7.94,96769,-25.62,140450,104459,-79.54,7932177,1622682
1319,東陽,-,-0.1,1793527,7.35,1668856,1791645,17.2,16684054,19555250
1339,昭輝,-,4.3,170130,6.6,166461,177450,4.82,1779696,1865531
1512,瑞利,本月份因新增運動用品批發銷售，故本月份營業收入相較去年同期增加60.39%。,122.69,52786,60.39,73290,117553,-25.94,866214,641490
1521,大億,-,11.18,371904,-3.51,428555,413497,-2.86,4489014,4360456
1522,堤維西,-,-5.15,1704887,8.05,1496445,1617039,16.41,15116907,17598827
1524,耿鼎,-,-0.49,210646,4.87,199860,209603,23.95,1791417,2220598
1525,江申,-,8.14,137069,45.38,101964,148237,16.7,1173471,1369494
1533,車王電,"營業收入增加120,069仟元成長53%，主為電動巴士營業收入增加150,963仟元。",32.84,260060,53.26,225408,345477,25.86,2414463,3039050
1536,和大,-,6.78,575987,1.0,608985,615077,9.19,6158677,6724933
1568,倉佑,-,14.43,124308,-7.16,153240,142258,0.19,1664164,1667400
1587,吉茂,-,-21.23,217706,-14.93,201570,171472,7.77,2184120,2353901
2201,裕隆,-,5.87,6763665,-1.35,7259140,7160866,-2.04,71493104,70029143
2204,中華,-,-8.6,2651889,25.85,1925806,2423667,-6.72,28871131,26930573
2206,三陽工業,-,-6.71,4450502,6.33,3904346,4151708,24.02,37661862,46708914
2207,和泰車,-,1.59,20746066,12.85,18675699,21076318,-1.83,222392828,218302226
2227,裕日車,-,5.16,2254681,35.17,1754197,2371208,-6.16,23080706,21658856
2228,劍麟,-,2.38,355191,21.56,299161,363680,19.72,3349739,4010338
2231,為升,-,11.62,354380,15.1,343661,395583,-4.32,3696081,3536410
2233,宇隆,-,15.37,237530,12.47,243650,274052,4.23,2994840,3121615
2241,艾姆勒,-,2.48,50218,-46.75,96659,51467,-34.65,1039864,679526
2247,汎德永業,-,17.87,3249165,11.88,3423001,3829804,4.44,38854282,40581237
2497,怡利電,-,26.01,334037,42.2,296016,420938,48.7,2167916,3223773
3346,麗清,-,17.29,616136,20.36,600396,722669,14.78,4979101,5715033
4551,智伸科,-,9.42,733350,3.41,775950,802472,5.33,8108781,8541070
6288,聯嘉,-,0.43,362028,14.9,316433,363597,7.58,3350528,3604656
6605,帝寶,-,-3.96,1545328,-2.55,1523013,1484095,6.72,14755274,15746846
2302,麗正,-,-2.25,85579,45.8,57374,83652,21.23,679166,823395
2303,聯電,-,-7.38,24344264,14.66,19661423,22545442,33.74,192731438,257759255
2329,華泰,-,3.66,1195847,-8.26,1351328,1239696,-1.39,14574301,14371598
2330,台積電,因先進製程產品需求增加所致。,5.91,210265633,50.2,148267599,222705993,44.64,1432032807,2071331050
2337,旺宏,-,-25.87,3730395,-41.62,4737579,2765340,-11.99,46480562,40905262
2338,光罩,-,2.46,677168,13.24,612729,693881,28.67,5549719,7141193
2340,台亞,-,-7.66,320732,-32.95,441691,296148,-25.04,5718670,4286444
2342,茂矽,-,-10.88,183612,-8.89,179615,163631,12.49,1777849,2000022
2344,華邦電,-,4.71,6226159,-23.82,8559401,6519979,-3.19,90962923,88052115
2351,順德,-,5.27,932004,-2.0,1001278,981177,7.08,10079079,10792864
2363,矽統,-,-5.92,12269,-43.48,20424,11542,-32.77,240374,161595
2369,菱生,-,2.38,383145,-41.34,668860,392298,-21.88,7099214,5545281
2379,瑞昱,無,-9.8,8089070,-20.56,9185014,7295772,9.43,96326632,105412515
2388,威盛,出貨增加,98.41,524272,68.96,615645,1040254,37.5,6295940,8657156
2401,凌陽,-,-17.23,443550,-45.05,668039,367086,-13.34,7324778,6347006
2408,南亞科,111年11月價格及量較110年11月減少,-0.39,2782167,-61.81,7256877,2771137,-30.65,78667566,54552026
2434,統懋,-,-1.09,7394,-16.77,8787,7313,-31.83,126647,86334
2436,偉詮電,-,1.42,226746,-28.34,320962,229978,-18.4,3277222,2674119
2441,超豐,-,1.28,1031783,-38.94,1711521,1045051,-15.97,17838342,14988930
2449,京元電子,-,-5.3,3038915,-9.9,3194064,2877778,11.02,30488095,33849126
2451,創見,-,-0.57,903895,-23.77,1179063,898683,-14.01,13171568,11324916
2454,聯發科,海外子公司之營收係以當月平均匯率換算之。,8.2,33384225,-19.79,45039216,36124647,14.06,447212116,510110818
2458,義隆,"消費性電子市場買氣薄弱,導致需求明顯減少",-1.64,691327,-50.96,1386698,679962,-26.64,16954442,12437670
2481,強茂,"本月營收淨額含功率元件及其他IC產品$977,947仟元及太陽能$16,645仟元，減銷退/折$16,158仟元",-0.28,981202,-18.0,1193326,978434,-2.94,12703676,12329434
3006,晶豪科,本期合併月營收相較於去年同期有所衰退，主要係因產品出貨之量價均較去年同期下修所致。,-4.22,924109,-54.39,1940898,885052,-29.89,21896155,15350282
